AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,1703
65+,U,Under 15K,Homeowner,1 Adult Kids,3,2,1900
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,835
55-64,U,100-124K,Homeowner,Unknown,1,None/Unknown,2175
19-24,U,50-74K,Unknown,Single Male,1,None/Unknown,1977
45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2403
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1414
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1478
25-34,B,50-74K,Homeowner,Unknown,1,None/Unknown,1327
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,508
45-54,A,25-34K,Renter,2 Adults No Kids,2,None/Unknown,1100
45-54,U,Under 15K,Unknown,2 Adults No Kids,2,None/Unknown,2436
25-34,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1842
45-54,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,2230
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,2071
25-34,A,50-74K,Unknown,2 Adults Kids,5+,3+,2131
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,537
25-34,A,50-74K,Unknown,Single Female,2,None/Unknown,151
35-44,U,75-99K,Homeowner,Single Male,1,None/Unknown,1966
65+,B,125-149K,Unknown,2 Adults No Kids,2,None/Unknown,66
35-44,A,25-34K,Homeowner,2 Adults Kids,3,1,2338
25-34,U,15-24K,Unknown,Single Female,1,None/Unknown,2373
25-34,A,125-149K,Homeowner,2 Adults Kids,3,1,476
45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,557
65+,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1006
45-54,U,15-24K,Unknown,2 Adults Kids,3,1,1790
45-54,A,150-174K,Homeowner,2 Adults Kids,5+,3+,880
19-24,U,Under 15K,Probable Renter,Single Female,1,None/Unknown,734
35-44,A,50-74K,Homeowner,2 Adults Kids,3,1,1114
19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,1772
45-54,U,50-74K,Homeowner,1 Adult Kids,5+,3+,2384
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1646
45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,1938
35-44,U,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,897
35-44,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,445
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,461
35-44,A,175-199K,Homeowner,2 Adults Kids,5+,3+,369
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,657
45-54,B,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,565
65+,A,15-24K,Homeowner,Single Female,2,None/Unknown,2285
35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,774
25-34,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,516
45-54,B,75-99K,Homeowner,Single Male,1,None/Unknown,627
35-44,B,25-34K,Unknown,Single Male,1,None/Unknown,1439
45-54,B,35-49K,Homeowner,Single Female,1,None/Unknown,1690
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,998
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2259
45-54,A,75-99K,Homeowner,Unknown,3,1,815
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,2344
25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2150
25-34,U,Under 15K,Unknown,2 Adults Kids,3,1,1436
55-64,B,35-49K,Homeowner,Single Male,1,None/Unknown,2490
25-34,A,15-24K,Renter,2 Adults Kids,4,2,959
45-54,U,35-49K,Homeowner,Unknown,1,None/Unknown,1987
35-44,U,35-49K,Unknown,2 Adults Kids,5+,3+,1970
45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,777
45-54,A,75-99K,Homeowner,2 Adults Kids,4,2,1562
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1777
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,2276
25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2238
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2138
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,1530
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,452
45-54,B,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1924
45-54,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1177
19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,1152
65+,U,Under 15K,Homeowner,Single Female,1,None/Unknown,336
35-44,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,1122
45-54,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,176
19-24,A,50-74K,Homeowner,2 Adults Kids,3,1,2388
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1721
45-54,U,50-74K,Unknown,Single Female,1,None/Unknown,2045
65+,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,689
45-54,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,1050
19-24,B,Under 15K,Renter,2 Adults Kids,5+,3+,1283
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1235
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,338
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2381
65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,429
55-64,U,75-99K,Homeowner,Single Male,1,None/Unknown,2212
25-34,U,25-34K,Homeowner,1 Adult Kids,5+,3+,1741
45-54,U,125-149K,Homeowner,Unknown,5+,3+,1984
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,376
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,29
45-54,U,175-199K,Unknown,2 Adults Kids,3,1,1824
45-54,U,175-199K,Unknown,Single Female,1,None/Unknown,842
45-54,A,75-99K,Homeowner,Unknown,3,1,2079
65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,957
25-34,B,150-174K,Homeowner,Single Female,1,None/Unknown,2126
25-34,U,15-24K,Homeowner,2 Adults Kids,4,2,455
45-54,U,125-149K,Homeowner,1 Adult Kids,5+,3+,2117
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,99
19-24,A,35-49K,Renter,2 Adults No Kids,2,None/Unknown,467
35-44,U,15-24K,Unknown,Single Male,1,None/Unknown,1448
65+,A,35-49K,Unknown,Single Male,2,None/Unknown,2451
35-44,A,35-49K,Homeowner,2 Adults Kids,3,1,1324
35-44,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,224
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1490
25-34,A,25-34K,Homeowner,2 Adults Kids,3,1,1205
45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,2277
25-34,B,50-74K,Unknown,Single Male,1,None/Unknown,506
35-44,A,50-74K,Unknown,Single Male,2,None/Unknown,2118
55-64,B,75-99K,Homeowner,Single Female,1,None/Unknown,1476
65+,U,15-24K,Unknown,Single Female,1,None/Unknown,2083
35-44,A,35-49K,Homeowner,1 Adult Kids,5+,3+,2066
55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1353
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,273
19-24,B,35-49K,Renter,Single Female,1,None/Unknown,2222
25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2036
19-24,U,Under 15K,Unknown,Unknown,1,None/Unknown,95
35-44,B,75-99K,Homeowner,2 Adults Kids,3,1,2256
35-44,B,25-34K,Homeowner,Single Male,1,None/Unknown,1434
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,709
55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1916
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2299
35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1622
25-34,U,125-149K,Homeowner,2 Adults Kids,4,2,463
25-34,U,75-99K,Unknown,Single Male,1,None/Unknown,1620
35-44,U,50-74K,Homeowner,Single Female,1,None/Unknown,2132
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,1104
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1532
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1821
65+,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,2395
65+,U,Under 15K,Renter,Single Male,1,None/Unknown,343
25-34,A,50-74K,Homeowner,2 Adults Kids,3,1,1282
35-44,B,75-99K,Renter,Single Male,1,None/Unknown,1312
25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,2290
45-54,U,150-174K,Unknown,2 Adults Kids,3,1,1098
55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,2031
25-34,U,100-124K,Unknown,Single Male,1,None/Unknown,2141
25-34,U,50-74K,Unknown,Unknown,5+,3+,1942
65+,U,15-24K,Homeowner,Single Female,1,None/Unknown,2034
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1085
25-34,B,25-34K,Unknown,1 Adult Kids,3,2,961
25-34,U,50-74K,Unknown,Single Male,1,None/Unknown,335
35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,2386
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2120
45-54,U,Under 15K,Unknown,Single Male,1,None/Unknown,357
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1313
45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown,196
45-54,A,25-34K,Renter,Single Male,2,None/Unknown,1061
19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,1473
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,144
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,1185
35-44,A,100-124K,Unknown,2 Adults Kids,5+,3+,435
45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,1011
25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,822
35-44,B,75-99K,Homeowner,Single Female,1,None/Unknown,2428
25-34,U,25-34K,Homeowner,Single Male,1,None/Unknown,2108
35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,125
35-44,A,25-34K,Homeowner,2 Adults Kids,5+,3+,701
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2457
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2226
25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,47
25-34,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,213
55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,307
19-24,U,50-74K,Unknown,Single Female,1,None/Unknown,1330
55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,1371
35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,1974
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2167
25-34,A,100-124K,Homeowner,2 Adults Kids,3,1,1399
45-54,A,Under 15K,Homeowner,2 Adults Kids,3,1,1619
55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2481
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,275
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,653
45-54,B,100-124K,Homeowner,Unknown,1,None/Unknown,1614
25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,1194
35-44,A,Under 15K,Homeowner,1 Adult Kids,3,1,2412
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2202
35-44,A,15-24K,Homeowner,2 Adults Kids,5+,3+,1912
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1025
55-64,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,1211
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1993
35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1742
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1459
45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+,65
35-44,A,150-174K,Homeowner,2 Adults Kids,5+,3+,1023
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1592
25-34,U,50-74K,Homeowner,Single Male,1,None/Unknown,2
55-64,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1029
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2431
25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,502
25-34,U,35-49K,Unknown,1 Adult Kids,2,1,397
25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,723
55-64,A,100-124K,Unknown,2 Adults No Kids,2,None/Unknown,1401
35-44,U,35-49K,Unknown,Single Female,1,None/Unknown,1139
65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1441
25-34,A,75-99K,Homeowner,2 Adults Kids,3,1,1017
55-64,A,35-49K,Homeowner,2 Adults Kids,4,2,2456
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1683
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1738
25-34,B,50-74K,Probable Renter,Single Female,1,None/Unknown,33
45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown,907
35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,1854
25-34,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1009
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,919
45-54,A,35-49K,Homeowner,2 Adults Kids,3,1,535
55-64,A,100-124K,Homeowner,2 Adults Kids,3,1,1217
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2354
65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,62
25-34,U,50-74K,Unknown,Single Female,1,None/Unknown,1087
25-34,U,125-149K,Homeowner,2 Adults Kids,4,2,471
35-44,U,25-34K,Unknown,Single Female,1,None/Unknown,61
65+,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1502
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1238
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1574
25-34,U,25-34K,Unknown,2 Adults Kids,3,1,498
25-34,U,75-99K,Homeowner,2 Adults Kids,4,2,3
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,1571
65+,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,811
45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,804
35-44,B,15-24K,Unknown,Single Female,1,None/Unknown,2311
25-34,A,75-99K,Renter,2 Adults No Kids,2,None/Unknown,1862
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,697
35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,876
45-54,U,25-34K,Probable Renter,Single Female,1,None/Unknown,1030
35-44,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2137
35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,793
45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1266
65+,U,50-74K,Unknown,Single Male,1,None/Unknown,450
35-44,B,15-24K,Homeowner,2 Adults Kids,5+,3+,798
45-54,A,150-174K,Homeowner,2 Adults Kids,5+,3+,1724
19-24,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2369
35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1144
45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1307
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2174
55-64,A,100-124K,Homeowner,2 Adults Kids,4,2,215
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1332
25-34,A,150-174K,Homeowner,2 Adults Kids,4,2,1464
45-54,A,Under 15K,Homeowner,2 Adults Kids,5+,3+,945
35-44,A,25-34K,Homeowner,Single Female,2,None/Unknown,664
65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,851
35-44,A,100-124K,Homeowner,2 Adults Kids,5+,3+,2204
55-64,U,25-34K,Unknown,Single Male,1,None/Unknown,292
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,821
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,589
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,1516
45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,885
35-44,U,35-49K,Unknown,1 Adult Kids,2,1,772
45-54,A,Under 15K,Homeowner,2 Adults Kids,4,2,963
35-44,A,35-49K,Homeowner,2 Adults Kids,5+,3+,705
25-34,B,Under 15K,Homeowner,1 Adult Kids,3,2,1746
25-34,A,15-24K,Homeowner,Single Female,2,None/Unknown,2335
25-34,U,35-49K,Homeowner,Single Female,1,None/Unknown,1960
35-44,A,125-149K,Homeowner,2 Adults Kids,4,2,1732
25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1344
65+,B,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown,1643
45-54,B,35-49K,Homeowner,Single Female,1,None/Unknown,1583
45-54,U,125-149K,Unknown,Single Male,1,None/Unknown,938
45-54,U,25-34K,Unknown,2 Adults Kids,3,1,326
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1666
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,237
45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,449
45-54,A,Under 15K,Homeowner,Single Male,2,None/Unknown,1458
55-64,A,25-34K,Homeowner,Single Female,2,None/Unknown,763
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,592
35-44,B,75-99K,Homeowner,Single Male,1,None/Unknown,694
45-54,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1902
35-44,B,50-74K,Homeowner,2 Adults Kids,3,1,1422
19-24,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1342
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,2422
45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,602
19-24,A,75-99K,Unknown,2 Adults Kids,3,1,1866
45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1863
55-64,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1951
25-34,A,50-74K,Homeowner,2 Adults Kids,3,1,1192
25-34,A,100-124K,Homeowner,2 Adults Kids,4,2,2424
25-34,A,25-34K,Homeowner,1 Adult Kids,5+,3+,1685
45-54,U,25-34K,Unknown,Single Male,1,None/Unknown,481
45-54,A,35-49K,Homeowner,Single Male,2,None/Unknown,1314
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,156
35-44,A,Under 15K,Homeowner,2 Adults Kids,3,1,719
45-54,A,15-24K,Homeowner,2 Adults Kids,5+,3+,584
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1182
45-54,U,25-34K,Homeowner,2 Adults Kids,3,1,478
65+,A,35-49K,Homeowner,Single Female,2,None/Unknown,1323
35-44,U,Under 15K,Unknown,Single Female,1,None/Unknown,1752
55-64,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,2008
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,978
45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1852
55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,782
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1072
65+,U,15-24K,Unknown,Unknown,1,None/Unknown,2163
35-44,A,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,2418
25-34,U,25-34K,Unknown,Single Female,1,None/Unknown,2500
35-44,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,744
35-44,A,250K+,Homeowner,2 Adults Kids,5+,3+,2135
45-54,U,50-74K,Renter,Unknown,1,None/Unknown,1224
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,801
65+,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2363
35-44,A,125-149K,Homeowner,2 Adults Kids,4,2,260
35-44,A,Under 15K,Renter,Unknown,3,1,698
45-54,A,75-99K,Homeowner,1 Adult Kids,4,2,2169
45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown,2073
25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2103
25-34,U,25-34K,Unknown,1 Adult Kids,3,2,550
45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1697
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1005
35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,676
35-44,B,50-74K,Homeowner,Single Female,1,None/Unknown,293
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,668
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1716
45-54,B,100-124K,Homeowner,Single Male,1,None/Unknown,1463
25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,773
25-34,A,50-74K,Homeowner,2 Adults Kids,4,2,305
55-64,A,Under 15K,Unknown,Single Female,2,None/Unknown,2423
35-44,A,35-49K,Homeowner,2 Adults Kids,4,2,1584
45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,396
25-34,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1773
19-24,U,35-49K,Homeowner,2 Adults Kids,4,2,69
25-34,A,75-99K,Homeowner,Single Male,2,None/Unknown,2014
45-54,U,75-99K,Homeowner,2 Adults Kids,3,1,1495
45-54,A,75-99K,Homeowner,Single Male,2,None/Unknown,1497
45-54,U,35-49K,Homeowner,1 Adult Kids,4,3+,942
45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,1500
45-54,U,50-74K,Unknown,Single Female,1,None/Unknown,269
35-44,A,75-99K,Homeowner,2 Adults Kids,4,2,1380
25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,265
35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,179
45-54,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,828
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1651
45-54,A,50-74K,Homeowner,1 Adult Kids,4,2,2430
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,405
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1482
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,549
35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1564
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,2355
65+,U,50-74K,Unknown,Single Male,1,None/Unknown,923
55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1569
65+,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,1090
35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,284
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,501
55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,625
25-34,B,35-49K,Homeowner,1 Adult Kids,2,1,1736
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1099
25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,366
35-44,B,25-34K,Probable Owner,Single Female,1,None/Unknown,2297
25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,1986
35-44,U,150-174K,Probable Owner,Single Female,1,None/Unknown,994
45-54,B,25-34K,Renter,Single Female,1,None/Unknown,152
65+,B,25-34K,Unknown,Single Female,1,None/Unknown,279
35-44,A,250K+,Homeowner,2 Adults Kids,3,1,2205
35-44,U,25-34K,Unknown,Single Male,1,None/Unknown,2332
35-44,A,150-174K,Homeowner,2 Adults Kids,3,1,1610
25-34,A,25-34K,Unknown,Unknown,2,None/Unknown,245
19-24,B,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1559
55-64,A,35-49K,Homeowner,2 Adults Kids,5+,3+,189
35-44,U,Under 15K,Unknown,2 Adults No Kids,2,None/Unknown,2399
65+,A,15-24K,Homeowner,Single Female,2,None/Unknown,615
45-54,U,100-124K,Unknown,Unknown,1,None/Unknown,197
45-54,A,35-49K,Unknown,Single Female,2,None/Unknown,2166
35-44,U,35-49K,Unknown,2 Adults Kids,3,1,1136
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,858
19-24,U,50-74K,Probable Owner,2 Adults No Kids,2,None/Unknown,2336
19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,1853
35-44,A,15-24K,Homeowner,2 Adults Kids,3,1,1531
25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,401
35-44,A,50-74K,Probable Owner,2 Adults No Kids,2,None/Unknown,2402
45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,545
25-34,U,15-24K,Unknown,1 Adult Kids,2,1,1547
45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,187
25-34,B,Under 15K,Renter,2 Adults No Kids,2,None/Unknown,571
55-64,U,35-49K,Unknown,Single Male,1,None/Unknown,488
19-24,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,228
55-64,A,35-49K,Homeowner,Single Female,2,None/Unknown,662
65+,B,25-34K,Homeowner,Single Female,1,None/Unknown,2463
65+,U,100-124K,Unknown,Single Male,1,None/Unknown,1440
65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1016
45-54,U,75-99K,Probable Owner,Single Female,1,None/Unknown,34
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1350
45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,1825
25-34,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1450
35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,1714
55-64,U,150-174K,Unknown,Single Female,1,None/Unknown,948
35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1156
45-54,A,75-99K,Unknown,Single Female,2,None/Unknown,1855
45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1840
55-64,U,50-74K,Unknown,Unknown,1,None/Unknown,1368
35-44,A,250K+,Homeowner,2 Adults Kids,3,1,1542
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,356
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1895
65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,1319
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,977
45-54,U,50-74K,Homeowner,Single Female,1,None/Unknown,1903
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1133
25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,1660
25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,2075
35-44,A,35-49K,Probable Owner,1 Adult Kids,3,1,1817
45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,416
35-44,B,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1512
45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1616
19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,1548
19-24,U,25-34K,Unknown,Single Male,1,None/Unknown,579
35-44,A,250K+,Homeowner,2 Adults Kids,3,1,717
35-44,A,75-99K,Homeowner,2 Adults Kids,3,1,1259
35-44,U,50-74K,Unknown,Single Female,1,None/Unknown,713
55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,2414
25-34,U,50-74K,Unknown,Single Male,1,None/Unknown,64
45-54,A,125-149K,Homeowner,Unknown,3,1,154
